_id,banco,cae,cae_origen,date,dormitorios,escenario_financiamiento,estacionamiento,extractor,fuente,id_registro,integrante,monto,monto_financiado_uf,monto_pie_uf,periodo,pie,plazo_anios,region,timestamp,tipo_inmueble,tipo_interes,tipo_registro,titulo_proyecto,ubicacion_detalle,url_fuente,url_pagina_scrapeada
6a1e2119e7fe73afeef5c1ae,referencia_cmf,4.1077,,2026-06-02,2,,True,juan,,,,35821.0,,,,20.0,,Biobio,2026-06-02T00:16:38,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e1cb6e7fe73afeef5be55,referencia_cmf,4.1041,,2026-06-01,2,,True,juan,,,,35821.0,,,,20.0,,Metropolitana,2026-06-01T23:57:27,departamento,mixta,,,,https://www.portalinmobiliario.com,
6a1e1cb7e7fe73afeef5bee5,referencia_cmf,4.6049,,2026-06-01,2,,False,juan,,,,36002.0,,,,20.0,,Valparaiso,2026-06-01T23:57:55,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c125,referencia_cmf,4.64,,2026-06-02,3,,False,juan,,,,36003.0,,,,20.0,,Valparaiso,2026-06-02T00:15:31,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e211ae7fe73afeef5c201,referencia_cmf,4.5378,,2026-06-02,3,,True,juan,,,,36052.0,,,,20.0,,Biobio,2026-06-02T00:17:04,departamento,mixta,,,,https://www.portalinmobiliario.com,
6a1e2118e7fe73afeef5c09a,referencia_cmf,4.2789,,2026-06-02,3,,True,juan,,,,36052.0,,,,20.0,,Metropolitana,2026-06-02T00:14:23,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e211ae7fe73afeef5c1e1,referencia_cmf,4.4825,,2026-06-02,3,,True,juan,,,,36102.0,,,,20.0,,Biobio,2026-06-02T00:16:51,departamento,mixta,,,,https://www.portalinmobiliario.com,
6a1e1cb7e7fe73afeef5bec2,referencia_cmf,3.9065,,2026-06-01,3,,True,juan,,,,36102.0,,,,20.0,,Metropolitana,2026-06-01T23:57:38,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c0ed,referencia_cmf,4.1146,,2026-06-02,5,,False,juan,,,,36205.0,,,,20.0,,Valparaiso,2026-06-02T00:15:09,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c0e4,referencia_cmf,4.3876,,2026-06-02,2,,False,juan,,,,36232.0,,,,20.0,,Valparaiso,2026-06-02T00:15:09,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c0b5,referencia_cmf,4.3448,,2026-06-02,2,,True,juan,,,,36281.0,,,,20.0,,Metropolitana,2026-06-02T00:14:38,departamento,mixta,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c147,referencia_cmf,4.2276,,2026-06-02,1,,False,juan,,,,36501.0,,,,20.0,,Valparaiso,2026-06-02T00:15:57,departamento,mixta,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c0d7,referencia_cmf,3.9115,,2026-06-02,2,,False,juan,,,,36502.0,,,,20.0,,Valparaiso,2026-06-02T00:14:54,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c10c,referencia_cmf,4.1104,,2026-06-02,3,,False,juan,,,,36503.0,,,,20.0,,Valparaiso,2026-06-02T00:15:20,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c0fd,referencia_cmf,4.5319,,2026-06-02,3,,False,juan,,,,36723.0,,,,20.0,,Valparaiso,2026-06-02T00:15:20,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c0be,referencia_cmf,4.4007,,2026-06-02,3,,True,juan,,,,37202.0,,,,20.0,,Metropolitana,2026-06-02T00:14:38,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e211ae7fe73afeef5c1c2,referencia_cmf,3.9141,,2026-06-02,1,,True,juan,,,,37291.0,,,,20.0,,Biobio,2026-06-02T00:16:38,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e1cb6e7fe73afeef5be7f,referencia_cmf,4.1682,,2026-06-01,1,,True,juan,,,,37291.0,,,,20.0,,Metropolitana,2026-06-01T23:57:27,departamento,mixta,,,,https://www.portalinmobiliario.com,
6a1e1cb7e7fe73afeef5bedd,referencia_cmf,4.0123,,2026-06-01,3,,True,juan,,,,37503.0,,,,20.0,,Valparaiso,2026-06-01T23:57:55,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e2118e7fe73afeef5c0b0,referencia_cmf,4.37,,2026-06-02,3,,True,juan,,,,37531.0,,,,20.0,,Metropolitana,2026-06-02T00:14:38,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e211ae7fe73afeef5c203,referencia_cmf,4.1878,,2026-06-02,2,,True,juan,,,,37641.0,,,,20.0,,Biobio,2026-06-02T00:17:04,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e2118e7fe73afeef5c09c,referencia_cmf,4.4366,,2026-06-02,2,,True,juan,,,,37641.0,,,,20.0,,Metropolitana,2026-06-02T00:14:23,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e211ae7fe73afeef5c1e0,referencia_cmf,4.0532,,2026-06-02,2,,True,juan,,,,37932.0,,,,20.0,,Biobio,2026-06-02T00:16:51,departamento,mixta,,,,https://www.portalinmobiliario.com,
